Command-Line, Time, Executable, Parent PID, PID, User, Privileges
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=13675925149 --field-trial-handle=4356,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=4376 /prefetch:9, 20240618152542.773594+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,6924, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=13675895830 --field-trial-handle=3900,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=3896 /prefetch:9, 20240618152542.744006+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,7932, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=13675832036 --field-trial-handle=3256,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=3284 /prefetch:1, 20240618152542.680883+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,8520, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=en-US --service-sandbox-type=service --video-capture-use-gpu-memory-buffer --field-trial-handle=6028,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=5316 /prefetch:14, 20240618152544.339271+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,10168, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=13677785716 --field-trial-handle=4612,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=4648 /prefetch:1, 20240618152544.634482+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,12672, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=13678571191 --field-trial-handle=4764,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=5412 /prefetch:1, 20240618152545.419145+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,9152, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc, 20240618152546.323304+180, C:\WINDOWS\system32\svchost.exe, 1048,3016, ('NT AUTHORITY', 0, 'SYSTEM'), N/A
C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s gpsvc, 20240618152546.416091+180, C:\WINDOWS\system32\svchost.exe, 1048,9224, ('NT AUTHORITY', 0, 'SYSTEM'), N/A
C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s NgcCtnrSvc, 20240618152546.371390+180, C:\WINDOWS\system32\svchost.exe, 1048,9828, ('NT AUTHORITY', 0, 'LOCAL SERVICE'), N/A
C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost, 20240618152550.600865+180, C:\WINDOWS\System32\svchost.exe, 1048,11852, ('NT AUTHORITY', 0, 'SYSTEM'), N/A
"C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -, 20240618152600.552277+180, C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe, 2924,13452, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
Command-Line, Time, Executable, Parent PID, PID, User, Privileges
"C:\WINDOWS\System32\SearchFilterHost.exe" 844 4192 4204 828 {7FC3863B-7471-4B10-84E3-A5C2E0330618}, 20240618153440.099327+180, C:\WINDOWS\System32\SearchFilterHost.exe, 4308,11876, ('NT AUTHORITY', 0, 'SYSTEM'), N/A
Command-Line, Time, Executable, Parent PID, PID, User, Privileges
"C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe" --type=crashpad-handler /prefetch:7 --max-uploads=5 --max-db-size=20 --max-db-age=5 --monitor-self-annotation=ptype=crashpad-handler "--database=C:\Users\Saher Mohamed\AppData\Local\SpotifyAppX\User Data\Crashpad" "--metrics-dir=C:\Users\Saher Mohamed\AppData\Local\SpotifyAppX\User Data" --url=https://crashdump.spotify.com:443/ --annotation=platform=win32 --annotation=product=spotify --annotation=version=1.1.99.878 --initial-client-data=0x584,0x588,0x58c,0x444,0x590,0x6204ed00,0x6204ed10,0x6204ed1c, 20240618153609.239919+180, C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe, 4064,1004, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --log-severity=disable --user-agent-product="Chrome/106.0.5249.119 Spotify/1.1.99.878" --lang=en --user-data-dir="C:\Users\Saher Mohamed\AppData\Local\SpotifyAppX\User Data" --log-file="C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\debug.log" --mojo-platform-channel-handle=2384 --field-trial-handle=2076,i,2374499755511993696,5184681069608170574,131072 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,WinUseBrowserSpellChecker /prefetch:8, 20240618153609.435033+180, C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe, 4064,12336, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
Spotify.exe, 20240618153609.036166+180, C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe, 3196,4064, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --log-severity=disable --user-agent-product="Chrome/106.0.5249.119 Spotify/1.1.99.878" --lang=en --user-data-dir="C:\Users\Saher Mohamed\AppData\Local\SpotifyAppX\User Data" --log-file="C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\debug.log" --mojo-platform-channel-handle=2484 --field-trial-handle=2076,i,2374499755511993696,5184681069608170574,131072 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,WinUseBrowserSpellChecker /prefetch:8, 20240618153609.459733+180, C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe, 4064,5688, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe" --type=gpu-process --disable-d3d11 --log-severity=disable --user-agent-product="Chrome/106.0.5249.119 Spotify/1.1.99.878" --lang=en --user-data-dir="C:\Users\Saher Mohamed\AppData\Local\SpotifyAppX\User Data" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --log-file="C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\debug.log" --mojo-platform-channel-handle=1768 --field-trial-handle=2076,i,2374499755511993696,5184681069608170574,131072 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,WinUseBrowserSpellChecker /prefetch:2, 20240618153609.346169+180, C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe, 4064,7880, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
C:\WINDOWS\system32\wbem\wmiprvse.exe, 20240618153609.681183+180, C:\WINDOWS\system32\wbem\wmiprvse.exe, 1284,10348, ('NT AUTHORITY', 0, 'LOCAL SERVICE'), N/A
C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc, 20240618153609.795160+180, C:\WINDOWS\System32\svchost.exe, 1048,13684, ('NT AUTHORITY', 0, 'SYSTEM'), N/A
"C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe" --type=renderer --log-severity=disable --user-agent-product="Chrome/106.0.5249.119 Spotify/1.1.99.878" --disable-spell-checking --user-data-dir="C:\Users\Saher Mohamed\AppData\Local\SpotifyAppX\User Data" --first-renderer-process --log-file="C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\debug.log" --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1718699866846665 --launch-time-ticks=14303407883 --mojo-platform-channel-handle=3856 --field-trial-handle=2076,i,2374499755511993696,5184681069608170574,131072 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,WinUseBrowserSpellChecker /prefetch:1, 20240618153610.262686+180, C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.199.878.0_x86__zpdnekdrzrea0\Spotify.exe, 4064,3000, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding, 20240618153609.868086+180, C:\Windows\System32\RuntimeBroker.exe, 1284,7112, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Windows\SysWOW64\backgroundTaskHost.exe" -ServerName:Spotify.AppXt469n91rqc91c7c1tk8hgxpvb3sxp03a.mca, 20240618153609.776198+180, C:\Windows\SysWOW64\backgroundTaskHost.exe, 1284,8484, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618153609.935745+180, None, 1048,9528, ('NT AUTHORITY', 0, 'SYSTEM'), N/A
"C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -, 20240618153655.466176+180, C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe, 2924,5956, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
Command-Line, Time, Executable, Parent PID, PID, User, Privileges
"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:Global.Accounts.AppXqe94epy97qwa6w3j6w132e8zvcs117nd.mca, 20240618154103.423524+180, C:\WINDOWS\system32\backgroundTaskHost.exe, 1284,4196, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:Global.RulesEngine.AppXgphnekvm0vv49drvfehh4b6kyf6ckafp.mca, 20240618154103.483737+180, C:\WINDOWS\system32\backgroundTaskHost.exe, 1284,5144, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:Global.DesktopSpotlight.AppXz2j21w56bgxkgsjhtn7zkjsepq96erz2.mca, 20240618154103.435683+180, C:\WINDOWS\system32\backgroundTaskHost.exe, 1284,7660, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Users\Saher Mohamed\AppData\Local\Programs\Python\Python310\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\docstring_formatter.py" rest, 20240618154128.130215+180, C:\Users\Saher Mohamed\AppData\Local\Programs\Python\Python310\python.exe, 2624,14012, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\docstring_formatter.py" rest, 20240618154128.109436+180, C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe, 2924,2624, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
\??\C:\WINDOWS\system32\conhost.exe 0x4, 20240618154128.113503+180, C:\WINDOWS\system32\conhost.exe, 2624,2732, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -, 20240618154129.229417+180, C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe, 2924,10076, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
\??\C:\WINDOWS\system32\conhost.exe 0x4, 20240618154129.233241+180, C:\WINDOWS\system32\conhost.exe, 10076,12420, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Users\Saher Mohamed\AppData\Local\Programs\Python\Python310\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -, 20240618154216.279921+180, C:\Users\Saher Mohamed\AppData\Local\Programs\Python\Python310\python.exe, 5416,1272, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -, 20240618154216.252878+180, C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe, 2924,5416, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
\??\C:\WINDOWS\system32\conhost.exe 0x4, 20240618154216.257160+180, C:\WINDOWS\system32\conhost.exe, 5416,9620, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
Command-Line, Time, Executable, Parent PID, PID, User, Privileges
"C:\Program Files\WindowsApps\Microsoft.WindowsStore_22210.1401.6.0_x64__8wekyb3d8bbwe\WinStore.App.exe" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca, 20240618154358.252944+180, C:\Program Files\WindowsApps\Microsoft.WindowsStore_22210.1401.6.0_x64__8wekyb3d8bbwe\WinStore.App.exe, 1284,10308, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618154358.604288+180, None, 1048,1344, (None, 2, None), N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding, 20240618154358.377984+180, C:\Windows\System32\RuntimeBroker.exe, 1284,2264, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618154358.598751+180, None, 1048,8100, (None, 2, None), N/A
"C:\Windows\system32\BackgroundTaskHost.exe" -ServerName:BackgroundTaskHost.WebAccountProvider, 20240618154358.719986+180, C:\Windows\system32\BackgroundTaskHost.exe, 1284,9848, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618154404.763653+180, None, 1048,3888, (None, 2, None), N/A
Command-Line, Time, Executable, Parent PID, PID, User, Privileges
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=14923835282 --field-trial-handle=6620,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=7120 /prefetch:1, 20240618154630.683074+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,13684, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=14923332309 --field-trial-handle=5940,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=6228 /prefetch:9, 20240618154630.180328+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,3324, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --extension-process --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=29 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=14923884836 --field-trial-handle=5204,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=2348 /prefetch:9, 20240618154630.732777+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,3420, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\Google\Chrome\Application\chrome.exe" --type=renderer --enable-dinosaur-easter-egg-alt-images --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1718699866846854 --launch-time-ticks=14924051603 --field-trial-handle=7068,i,5259575427028993325,9876212602495303248,262144 --variations-seed-version=20240617-180108.982000 --mojo-platform-channel-handle=5188 /prefetch:1, 20240618154630.899647+180, C:\Program Files\Google\Chrome\Application\chrome.exe, 10584,7652, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618154646.582975+180, None, 7392,1396, (None, 2, None), N/A
None, 20240618154646.643968+180, None, 7688,7388, (None, 2, None), N/A
None, 20240618154646.562521+180, None, 1048,7392, (None, 2, None), N/A
None, 20240618154646.626228+180, None, 1048,7688, (None, 2, None), N/A
Command-Line, Time, Executable, Parent PID, PID, User, Privileges
C:\WINDOWS\system32\DllHost.exe /Processid:{7966B4D8-4FDC-4126-A10B-39A3209AD251}, 20240618154800.803777+180, C:\WINDOWS\system32\DllHost.exe, 1284,10244, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2103.8.0_x64__8wekyb3d8bbwe\Calculator.exe" -ServerName:App.AppXsm3pg4n7er43kdh1qp4e79f1j7am68r8.mca, 20240618154802.824649+180, C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.2103.8.0_x64__8wekyb3d8bbwe\Calculator.exe, 1284,11816, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding, 20240618154803.015815+180, C:\Windows\System32\RuntimeBroker.exe, 1284,2116, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618154802.837536+180, None, 1048,8740, (None, 2, None), N/A
"C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe" -ServerName:ScreenClipping.AppX6726kd2wrry6c6n8nc57a1zn08dmzmbt.mca, 20240618154822.424158+180, C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe, 1284,11636, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\WINDOWS\system32\backgroundTaskHost.exe" -ServerName:App.AppXrtfr0c1qqwwn37c1x1br7dcmq4wkjgba.mca, 20240618154822.921093+180, C:\WINDOWS\system32\backgroundTaskHost.exe, 1284,5848, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe" -ServerName:ScreenClipping.AppX6726kd2wrry6c6n8nc57a1zn08dmzmbt.mca, 20240618154827.598657+180, C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe, 1284,9224, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe" -ServerName:ScreenClipping.AppX6726kd2wrry6c6n8nc57a1zn08dmzmbt.mca, 20240618154835.547116+180, C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe, 1284,12512, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe" -ServerName:ScreenClipping.AppX6726kd2wrry6c6n8nc57a1zn08dmzmbt.mca, 20240618154850.902606+180, C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ScreenClippingHost.exe, 1284,1720, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
C:\Windows\System32\RuntimeBroker.exe -Embedding, 20240618154853.128574+180, C:\Windows\System32\RuntimeBroker.exe, 1284,3952, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2201.12.0_x64__8wekyb3d8bbwe\ScreenSketch.exe" -ServerName:App.AppX4k4k4wd0fmhfvg9v37catz0s8k6m08gh.mca, 20240618154854.567484+180, C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2201.12.0_x64__8wekyb3d8bbwe\ScreenSketch.exe, 1284,9864, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
C:\Windows\System32\PickerHost.exe -Embedding, 20240618154855.685494+180, C:\Windows\System32\PickerHost.exe, 1284,8324, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618154915.427406+180, None, 4308,5424, (None, 2, None), N/A
"C:\Users\Saher Mohamed\AppData\Local\Programs\Python\Python310\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -, 20240618154922.493647+180, C:\Users\Saher Mohamed\AppData\Local\Programs\Python\Python310\python.exe, 5300,12172, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
"C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe" "C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\plugins\python-ce\helpers\pycodestyle.py" --max-line-length=120 -, 20240618154922.465062+180, C:\Users\Saher Mohamed\PycharmProjects\process-monitoring-wmi\venv\Scripts\python.exe, 2924,5300, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
powershell.exe, 20240618155458.548069+180, C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, 2924,2532, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
\\?\C:\WINDOWS\system32\conhost.exe --headless --width 132 --height 7 --signal 0x1b44 --server 0x1990, 20240618155458.532106+180, \\?\C:\WINDOWS\system32\conhost.exe, 2924,6984, ('DESKTOP-LBPR240', 0, 'Saher Mohamed'), N/A
None, 20240618155459.648426+180, None, 4308,2652, (None, 2, None), N/A
None, 20240618155459.624112+180, None, 4308,8472, (None, 2, None), N/A
